Province,Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,hospitalizations per day,Cumulative vaccine coverage dose1,Vaccine coverage dose1 per day,Mortality rate,Daily mortality rate
Nunavut,2021-07-03,657,0,4,0,0,0,54.6,1.1,0.609,0.0
Yukon,2021-07-03,443,13,5,0,0,0,71.4,0.8,1.129,0.0
Saskatchewan,2021-07-03,48931,49,568,0,60,3,61.0,0.8,1.161,0.0
British Columbia,2021-07-03,147624,37,1756,0,99,0,69.1,1.0,1.19,0.0
Saskatchewan,2021-07-04,48958,27,568,0,63,3,61.0,0.0,1.16,0.0
Ontario,2021-07-04,546305,158,9186,4,203,8,67.5,0.0,1.681,2.532
Nunavut,2021-07-04,657,0,4,0,0,0,54.6,0.0,0.609,0.0
Newfoundland and Labrador,2021-07-04,1387,0,7,0,0,0,73.9,0.0,0.505,0.0
Prince Edward Island,2021-07-04,207,0,0,0,0,0,71.4,0.0,0.0,0.0
Nova Scotia,2021-07-04,5880,3,92,0,2,0,70.9,0.0,1.565,0.0
Northwest Territories,2021-07-04,128,0,0,0,0,0,62.6,0.0,0.0,0.0
Alberta,2021-07-04,232172,39,2303,2,144,0,61.2,0.0,0.992,5.128
Yukon,2021-07-04,468,25,5,0,0,0,71.4,0.0,1.068,0.0
British Columbia,2021-07-04,147648,24,1756,0,99,0,69.1,0.0,1.189,0.0
New Brunswick,2021-07-05,2338,1,46,0,4,0,68.2,0.0,1.967,0.0
Quebec,2021-07-05,369590,35,10541,1,102,2,70.3,0.0,2.852,2.857
Saskatchewan,2021-07-05,48978,20,568,0,65,2,61.0,0.0,1.16,0.0
Manitoba,2021-07-05,56480,68,1160,1,63,7,64.6,0.0,2.054,1.471
Northwest Territories,2021-07-05,128,0,0,0,0,0,62.6,0.0,0.0,0.0
Yukon,2021-07-05,481,13,5,0,0,0,71.4,0.0,1.04,0.0
Nunavut,2021-07-05,657,0,4,0,0,0,54.6,0.0,0.609,0.0
Prince Edward Island,2021-07-05,207,0,0,0,0,0,71.4,0.0,0.0,0.0
Newfoundland and Labrador,2021-07-05,1400,13,7,0,0,0,73.9,0.0,0.5,0.0
Nova Scotia,2021-07-05,5881,1,92,0,2,0,70.9,0.0,1.564,0.0
British Columbia,2021-07-06,147737,45,1759,0,87,2,69.1,0.0,1.191,0.0
Nova Scotia,2021-07-06,5888,7,92,0,2,0,70.9,0.0,1.562,0.0
Newfoundland and Labrador,2021-07-06,1400,0,7,0,0,0,73.9,0.0,0.5,0.0
Prince Edward Island,2021-07-06,208,1,0,0,0,0,71.4,0.0,0.0,0.0
Alberta,2021-07-06,232265,57,2307,2,138,2,61.2,0.0,0.993,3.509
Northwest Territories,2021-07-06,128,0,0,0,0,0,62.6,0.0,0.0,0.0
Manitoba,2021-07-06,56522,42,1161,1,63,0,64.6,0.0,2.054,2.381
Quebec,2021-07-06,369685,95,10542,1,102,0,70.3,0.0,2.852,1.053
Nunavut,2021-07-06,657,0,4,0,0,0,54.6,0.0,0.609,0.0
Yukon,2021-07-06,488,7,5,0,0,0,71.4,0.0,1.025,0.0
Prince Edward Island,2021-07-07,208,0,0,0,0,0,71.4,0.0,0.0,0.0
Manitoba,2021-07-07,56591,69,1163,2,64,1,64.6,0.0,2.055,2.899
Quebec,2021-07-07,369762,77,10542,0,103,1,70.3,0.0,2.851,0.0
Northwest Territories,2021-07-07,128,0,0,0,0,0,62.6,0.0,0.0,0.0
Alberta,2021-07-07,232314,49,2307,0,140,2,61.2,0.0,0.993,0.0
Nunavut,2021-07-07,657,0,4,0,0,0,54.6,0.0,0.609,0.0
Newfoundland and Labrador,2021-07-07,1400,0,7,0,0,0,73.9,0.0,0.5,0.0
Yukon,2021-07-07,494,6,5,0,0,0,71.4,0.0,1.012,0.0
Saskatchewan,2021-07-07,49039,47,570,1,64,2,61.0,0.0,1.162,2.128
New Brunswick,2021-07-08,2336,0,46,0,2,0,68.2,0.0,1.969,0.0
Northwest Territories,2021-07-08,128,0,0,0,0,0,62.6,0.0,0.0,0.0
Nova Scotia,2021-07-08,5891,2,92,0,1,1,70.9,0.0,1.562,0.0
Newfoundland and Labrador,2021-07-08,1400,0,7,0,0,0,73.9,0.0,0.5,0.0
Yukon,2021-07-08,507,13,5,0,0,0,71.4,0.0,0.986,0.0
Nunavut,2021-07-08,657,0,4,0,0,0,54.6,0.0,0.609,0.0
Prince Edward Island,2021-07-08,208,0,0,0,0,0,71.4,0.0,0.0,0.0
New Brunswick,2021-07-09,2336,0,46,0,2,0,68.2,0.0,1.969,0.0
Newfoundland and Labrador,2021-07-09,1402,2,7,0,0,0,73.9,0.0,0.499,0.0
Nunavut,2021-07-09,657,0,4,0,0,0,54.6,0.0,0.609,0.0
Prince Edward Island,2021-07-09,208,0,0,0,0,0,71.4,0.0,0.0,0.0
Northwest Territories,2021-07-09,128,0,0,0,0,0,62.6,0.0,0.0,0.0
Nova Scotia,2021-07-09,5892,1,92,0,1,0,70.9,0.0,1.561,0.0
Yukon,2021-07-09,513,6,5,0,0,0,71.4,0.0,0.975,0.0
Newfoundland and Labrador,2021-07-10,1402,0,7,0,0,0,75.4,1.5,0.499,0.0
British Columbia,2021-07-10,147937,38,1760,0,73,0,70.0,0.9,1.19,0.0
Alberta,2021-07-10,232438,31,2307,0,126,0,61.9,0.7,0.993,0.0
Northwest Territories,2021-07-10,128,0,0,0,0,0,63.1,0.5,0.0,0.0
Saskatchewan,2021-07-10,49240,42,572,1,61,0,61.8,0.8,1.162,2.381
Nunavut,2021-07-10,657,0,4,0,0,0,55.9,1.3,0.609,0.0
Yukon,2021-07-10,520,7,5,0,0,0,72.3,0.9,0.962,0.0
Ontario,2021-07-10,547373,153,9218,4,176,16,68.4,0.9,1.684,2.614
Nova Scotia,2021-07-10,5893,1,92,0,1,0,71.7,0.8,1.561,0.0
Prince Edward Island,2021-07-10,208,0,0,0,0,0,72.9,1.5,0.0,0.0
Manitoba,2021-07-10,56814,80,1165,2,59,7,66.1,1.5,2.051,2.5
Newfoundland and Labrador,2021-07-11,1402,0,7,0,0,0,75.4,0.0,0.499,0.0
Nunavut,2021-07-11,657,0,4,0,0,0,55.9,0.0,0.609,0.0
British Columbia,2021-07-11,147966,29,1760,0,73,0,70.0,0.0,1.189,0.0
New Brunswick,2021-07-11,2336,0,46,0,1,0,69.2,0.0,1.969,0.0
Alberta,2021-07-11,232467,29,2307,0,126,0,61.9,0.0,0.992,0.0
Nova Scotia,2021-07-11,5897,4,92,0,1,0,71.7,0.0,1.56,0.0
Prince Edward Island,2021-07-11,208,0,0,0,0,0,72.9,0.0,0.0,0.0
Northwest Territories,2021-07-11,128,0,0,0,0,0,63.1,0.0,0.0,0.0
Yukon,2021-07-11,526,6,5,0,0,0,72.3,0.0,0.951,0.0
New Brunswick,2021-07-12,2336,0,46,0,1,0,69.2,0.0,1.969,0.0
Newfoundland and Labrador,2021-07-12,1402,0,7,0,0,0,75.4,0.0,0.499,0.0
Yukon,2021-07-12,528,2,5,0,0,0,72.3,0.0,0.947,0.0
Nunavut,2021-07-12,657,0,4,0,0,0,55.9,0.0,0.609,0.0
Nova Scotia,2021-07-12,5898,1,92,0,1,0,71.7,0.0,1.56,0.0
Saskatchewan,2021-07-12,49279,19,573,0,57,3,61.8,0.0,1.163,0.0
Northwest Territories,2021-07-12,128,0,0,0,0,0,63.1,0.0,0.0,0.0
Prince Edward Island,2021-07-12,208,0,0,0,0,0,72.9,0.0,0.0,0.0
Ontario,2021-07-12,547608,111,9227,5,177,3,68.4,0.0,1.685,4.505
Quebec,2021-07-12,370104,57,10547,2,88,0,70.8,0.0,2.85,3.509
Manitoba,2021-07-12,56909,32,1165,0,52,1,66.1,0.0,2.047,0.0
Alberta,2021-07-13,232533,34,2311,1,112,0,61.9,0.0,0.994,2.941
Newfoundland and Labrador,2021-07-13,1407,5,7,0,1,1,75.4,0.0,0.498,0.0
Nova Scotia,2021-07-13,5899,1,92,0,1,0,71.7,0.0,1.56,0.0
Northwest Territories,2021-07-13,128,0,0,0,0,0,63.1,0.0,0.0,0.0
Prince Edward Island,2021-07-13,208,0,0,0,0,0,72.9,0.0,0.0,0.0
Nunavut,2021-07-13,657,0,4,0,0,0,55.9,0.0,0.609,0.0
Saskatchewan,2021-07-13,49304,25,573,0,57,0,61.8,0.0,1.162,0.0
British Columbia,2021-07-13,148039,31,1760,0,66,0,70.0,0.0,1.189,0.0
Yukon,2021-07-13,530,2,6,1,0,0,72.3,0.0,1.132,50.0
Newfoundland and Labrador,2021-07-14,1410,3,7,0,1,0,75.4,0.0,0.496,0.0
Prince Edward Island,2021-07-14,208,0,0,0,0,0,72.9,0.0,0.0,0.0
New Brunswick,2021-07-14,2336,0,46,0,0,0,69.2,0.0,1.969,0.0
Nunavut,2021-07-14,657,0,4,0,0,0,55.9,0.0,0.609,0.0
Northwest Territories,2021-07-14,128,0,0,0,0,0,63.1,0.0,0.0,0.0
Alberta,2021-07-14,232582,49,2312,1,113,1,61.9,0.0,0.994,2.041
Yukon,2021-07-14,533,3,6,0,0,0,72.3,0.0,1.126,0.0
Nova Scotia,2021-07-14,5899,0,92,0,1,0,71.7,0.0,1.56,0.0
New Brunswick,2021-07-15,2343,7,46,0,0,0,69.2,0.0,1.963,0.0
Newfoundland and Labrador,2021-07-15,1433,23,7,0,1,0,75.4,0.0,0.488,0.0
Quebec,2021-07-15,370318,83,10549,0,81,2,70.8,0.0,2.849,0.0
Northwest Territories,2021-07-15,128,0,0,0,0,0,63.1,0.0,0.0,0.0
Yukon,2021-07-15,537,4,6,0,0,0,72.3,0.0,1.117,0.0
Nova Scotia,2021-07-15,5899,0,92,0,1,0,71.7,0.0,1.56,0.0
Prince Edward Island,2021-07-15,208,0,0,0,0,0,72.9,0.0,0.0,0.0
Nunavut,2021-07-15,657,0,4,0,0,0,55.9,0.0,0.609,0.0
Nunavut,2021-07-16,657,0,4,0,0,0,55.9,0.0,0.609,0.0
Alberta,2021-07-16,232685,51,2314,0,110,3,61.9,0.0,0.994,0.0
Northwest Territories,2021-07-16,128,0,0,0,0,0,63.1,0.0,0.0,0.0
Prince Edward Island,2021-07-16,208,0,0,0,0,0,72.9,0.0,0.0,0.0
New Brunswick,2021-07-16,2345,2,46,0,0,0,69.2,0.0,1.962,0.0
Quebec,2021-07-16,370416,98,10550,1,84,3,70.8,0.0,2.848,1.02
Yukon,2021-07-16,543,6,6,0,0,0,72.3,0.0,1.105,0.0
Saskatchewan,2021-07-16,49362,21,575,2,53,1,61.8,0.0,1.165,9.524
Newfoundland and Labrador,2021-07-16,1433,0,7,0,1,0,75.4,0.0,0.488,0.0
Nova Scotia,2021-07-16,5899,0,92,0,1,0,71.7,0.0,1.56,0.0
Saskatchewan,2021-07-17,49397,35,575,0,54,1,62.4,0.6,1.164,0.0
New Brunswick,2021-07-17,2345,0,46,0,0,0,70.0,0.8,1.962,0.0
Alberta,2021-07-17,232725,40,2314,0,110,0,62.6,0.7,0.994,0.0
Ontario,2021-07-17,548417,155,9247,0,144,10,69.3,0.9,1.686,0.0
Nunavut,2021-07-17,657,0,4,0,0,0,57.1,1.2,0.609,0.0
Nova Scotia,2021-07-17,5899,0,92,0,1,0,73.1,1.4,1.56,0.0
Yukon,2021-07-17,556,13,6,0,0,0,72.9,0.6,1.079,0.0
Prince Edward Island,2021-07-17,208,0,0,0,0,0,74.2,1.3,0.0,0.0
Northwest Territories,2021-07-17,128,0,0,0,0,0,63.7,0.6,0.0,0.0
British Columbia,2021-07-17,148262,66,1761,0,60,0,70.7,0.7,1.188,0.0
Newfoundland and Labrador,2021-07-17,1433,0,7,0,1,0,76.3,0.9,0.488,0.0
Nunavut,2021-07-18,657,0,4,0,0,0,57.1,0.0,0.609,0.0
New Brunswick,2021-07-18,2346,1,46,0,0,0,70.0,0.0,1.961,0.0
Alberta,2021-07-18,232766,41,2316,2,110,0,62.6,0.0,0.995,4.878
Newfoundland and Labrador,2021-07-18,1433,0,7,0,1,0,76.3,0.0,0.488,0.0
British Columbia,2021-07-18,148310,48,1761,0,60,0,70.7,0.0,1.187,0.0
Manitoba,2021-07-18,57174,50,1169,0,39,4,67.2,0.0,2.045,0.0
Northwest Territories,2021-07-18,128,0,0,0,0,0,63.7,0.0,0.0,0.0
Nova Scotia,2021-07-18,5902,3,92,0,1,0,73.1,0.0,1.559,0.0
Ontario,2021-07-18,548538,121,9249,2,157,13,69.3,0.0,1.686,1.653
Yukon,2021-07-18,563,7,6,0,0,0,72.9,0.0,1.066,0.0
Prince Edward Island,2021-07-18,208,0,0,0,0,0,74.2,0.0,0.0,0.0
Newfoundland and Labrador,2021-07-19,1437,4,7,0,3,2,76.3,0.0,0.487,0.0
Northwest Territories,2021-07-19,128,0,0,0,0,0,63.7,0.0,0.0,0.0
Nunavut,2021-07-19,657,0,4,0,0,0,57.1,0.0,0.609,0.0
Quebec,2021-07-19,370619,57,10551,1,78,3,71.4,0.0,2.847,1.754
Prince Edward Island,2021-07-19,208,0,0,0,0,0,74.2,0.0,0.0,0.0
New Brunswick,2021-07-19,2346,0,46,0,0,0,70.0,0.0,1.961,0.0
Yukon,2021-07-19,567,4,6,0,0,0,72.9,0.0,1.058,0.0
Saskatchewan,2021-07-19,49450,17,575,0,55,2,62.4,0.0,1.163,0.0
Nova Scotia,2021-07-19,5902,0,92,0,1,0,73.1,0.0,1.559,0.0
Prince Edward Island,2021-07-20,208,0,0,0,0,0,74.2,0.0,0.0,0.0
British Columbia,2021-07-20,148454,79,1763,0,50,1,70.7,0.0,1.188,0.0
Northwest Territories,2021-07-20,128,0,0,0,0,0,63.7,0.0,0.0,0.0
Yukon,2021-07-20,575,8,6,0,0,0,72.9,0.0,1.043,0.0
Nunavut,2021-07-20,657,0,4,0,0,0,57.1,0.0,0.609,0.0
Ontario,2021-07-20,548836,167,9254,3,140,0,69.3,0.0,1.686,1.796
Saskatchewan,2021-07-20,49472,22,575,0,55,0,62.4,0.0,1.162,0.0
New Brunswick,2021-07-20,2346,0,46,0,0,0,70.0,0.0,1.961,0.0
Ontario,2021-07-21,549015,179,9257,3,140,0,69.3,0.0,1.686,1.676
Prince Edward Island,2021-07-21,208,0,0,0,0,0,74.2,0.0,0.0,0.0
Northwest Territories,2021-07-21,128,0,0,0,0,0,63.7,0.0,0.0,0.0
Newfoundland and Labrador,2021-07-21,1437,0,7,0,2,0,76.3,0.0,0.487,0.0
Nunavut,2021-07-21,657,0,4,0,0,0,57.1,0.0,0.609,0.0
New Brunswick,2021-07-21,2346,0,46,0,0,0,70.0,0.0,1.961,0.0
Saskatchewan,2021-07-21,49525,53,575,0,59,4,62.4,0.0,1.161,0.0
Yukon,2021-07-21,581,6,6,0,0,0,72.9,0.0,1.033,0.0
Saskatchewan,2021-07-22,49556,31,575,0,59,0,62.4,0.0,1.16,0.0
Prince Edward Island,2021-07-22,208,0,0,0,0,0,74.2,0.0,0.0,0.0
British Columbia,2021-07-22,148664,113,1763,0,53,5,70.7,0.0,1.186,0.0
Yukon,2021-07-22,584,3,6,0,0,0,72.9,0.0,1.027,0.0
Manitoba,2021-07-22,57317,49,1174,0,30,0,67.2,0.0,2.048,0.0
New Brunswick,2021-07-22,2347,1,46,0,0,0,70.0,0.0,1.96,0.0
Newfoundland and Labrador,2021-07-22,1437,0,7,0,2,0,76.3,0.0,0.487,0.0
Nunavut,2021-07-22,657,0,4,0,0,0,57.1,0.0,0.609,0.0
Northwest Territories,2021-07-22,128,0,0,0,0,0,63.7,0.0,0.0,0.0
Nova Scotia,2021-07-22,5905,0,93,1,0,0,73.1,0.0,1.575,0.0
Northwest Territories,2021-07-23,128,0,0,0,0,0,63.7,0.0,0.0,0.0
Nova Scotia,2021-07-23,5907,2,93,0,0,0,73.1,0.0,1.574,0.0
Prince Edward Island,2021-07-23,208,0,0,0,0,0,74.2,0.0,0.0,0.0
New Brunswick,2021-07-23,2350,3,46,0,0,0,70.0,0.0,1.957,0.0
Saskatchewan,2021-07-23,49608,52,577,2,64,5,62.4,0.0,1.163,3.846
Newfoundland and Labrador,2021-07-23,1437,0,7,0,2,0,76.3,0.0,0.487,0.0
Nunavut,2021-07-23,657,0,4,0,0,0,57.1,0.0,0.609,0.0
Yukon,2021-07-23,594,10,6,0,0,0,72.9,0.0,1.01,0.0
Nunavut,2021-07-24,657,0,4,0,0,0,57.7,0.6,0.609,0.0
Prince Edward Island,2021-07-24,208,0,0,0,0,0,75.0,0.8,0.0,0.0
Newfoundland and Labrador,2021-07-24,1437,0,7,0,2,0,76.8,0.5,0.487,0.0
Yukon,2021-07-24,615,21,6,0,0,0,73.4,0.5,0.976,0.0
Alberta,2021-07-24,233460,137,2322,0,84,0,63.1,0.5,0.995,0.0
Ontario,2021-07-24,549519,145,9262,3,128,9,70.0,0.7,1.685,2.069
Manitoba,2021-07-24,57415,62,1175,0,28,0,68.2,1.0,2.047,0.0
Northwest Territories,2021-07-24,128,0,0,0,0,0,64.2,0.5,0.0,0.0
New Brunswick,2021-07-24,2350,0,46,0,0,0,70.9,0.9,1.957,0.0
British Columbia,2021-07-24,148842,88,1767,0,46,0,71.4,0.7,1.187,0.0
Prince Edward Island,2021-07-25,208,0,0,0,0,0,75.0,0.0,0.0,0.0
New Brunswick,2021-07-25,2350,0,46,0,0,0,70.9,0.0,1.957,0.0
Alberta,2021-07-25,233552,92,2322,0,84,0,63.1,0.0,0.994,0.0
British Columbia,2021-07-25,148938,96,1767,0,46,0,71.4,0.0,1.186,0.0
Nunavut,2021-07-25,657,0,4,0,0,0,57.7,0.0,0.609,0.0
Newfoundland and Labrador,2021-07-25,1437,0,7,0,2,0,76.8,0.0,0.487,0.0
Ontario,2021-07-25,549652,133,9264,2,129,1,70.0,0.0,1.685,1.504
Northwest Territories,2021-07-25,128,0,0,0,0,0,64.2,0.0,0.0,0.0
Manitoba,2021-07-25,57442,27,1176,1,31,3,68.2,0.0,2.047,3.704
Yukon,2021-07-25,625,10,6,0,0,0,73.4,0.0,0.96,0.0
Nova Scotia,2021-07-26,5900,1,93,0,0,0,73.5,0.0,1.576,0.0
New Brunswick,2021-07-26,2351,1,46,0,0,0,70.9,0.0,1.957,0.0
Quebec,2021-07-26,371305,62,10559,1,67,5,72.0,0.0,2.844,1.613
Northwest Territories,2021-07-26,128,0,0,0,0,0,64.2,0.0,0.0,0.0
Nunavut,2021-07-26,657,0,4,0,0,0,57.7,0.0,0.609,0.0
Yukon,2021-07-26,628,3,6,0,0,0,73.4,0.0,0.955,0.0
Prince Edward Island,2021-07-26,208,0,0,0,0,0,75.0,0.0,0.0,0.0
Manitoba,2021-07-26,57457,15,1177,1,39,8,68.2,0.0,2.048,6.667
Newfoundland and Labrador,2021-07-26,1437,0,7,0,2,0,76.8,0.0,0.487,0.0
Yukon,2021-07-27,634,6,6,0,0,0,73.4,0.0,0.946,0.0
New Brunswick,2021-07-27,2352,1,46,0,0,0,70.9,0.0,1.956,0.0
British Columbia,2021-07-27,149268,196,1768,0,44,1,71.4,0.0,1.184,0.0
Nova Scotia,2021-07-27,5902,2,93,0,0,0,73.5,0.0,1.576,0.0
Northwest Territories,2021-07-27,128,0,0,0,0,0,64.2,0.0,0.0,0.0
Nunavut,2021-07-27,657,0,4,0,0,0,57.7,0.0,0.609,0.0
Prince Edward Island,2021-07-27,208,0,0,0,0,0,75.0,0.0,0.0,0.0
Newfoundland and Labrador,2021-07-27,1437,0,7,0,2,0,76.8,0.0,0.487,0.0
Newfoundland and Labrador,2021-07-28,1437,0,7,0,2,0,76.8,0.0,0.487,0.0
British Columbia,2021-07-28,149471,203,1771,3,47,3,71.4,0.0,1.185,1.478
New Brunswick,2021-07-28,2354,2,46,0,0,0,70.9,0.0,1.954,0.0
Prince Edward Island,2021-07-28,208,0,0,0,0,0,75.0,0.0,0.0,0.0
Alberta,2021-07-28,234113,222,2325,0,84,2,63.1,0.0,0.993,0.0
Nunavut,2021-07-28,657,0,4,0,0,0,57.7,0.0,0.609,0.0
Yukon,2021-07-28,641,7,6,0,0,0,73.4,0.0,0.936,0.0
Ontario,2021-07-28,550184,234,9270,3,110,3,70.0,0.0,1.685,1.282
Northwest Territories,2021-07-28,128,0,0,0,0,0,64.2,0.0,0.0,0.0
Nova Scotia,2021-07-28,5902,0,93,0,0,0,73.5,0.0,1.576,0.0
Alberta,2021-07-29,234309,196,2328,3,89,5,63.1,0.0,0.994,1.531
Saskatchewan,2021-07-29,49882,52,578,0,43,0,63.0,0.0,1.159,0.0
New Brunswick,2021-07-29,2358,4,46,0,0,0,70.9,0.0,1.951,0.0
Quebec,2021-07-29,371667,128,10560,0,62,1,72.0,0.0,2.841,0.0
Northwest Territories,2021-07-29,128,0,0,0,0,0,64.2,0.0,0.0,0.0
Manitoba,2021-07-29,57555,54,1179,2,35,0,68.2,0.0,2.048,3.704
British Columbia,2021-07-29,149711,240,1771,0,51,4,71.4,0.0,1.183,0.0
Prince Edward Island,2021-07-29,208,0,0,0,0,0,75.0,0.0,0.0,0.0
Nunavut,2021-07-29,657,0,4,0,0,0,57.7,0.0,0.609,0.0
Nova Scotia,2021-07-29,5903,1,93,0,0,0,73.5,0.0,1.575,0.0
Yukon,2021-07-29,646,5,6,0,0,0,73.4,0.0,0.929,0.0
Newfoundland and Labrador,2021-07-29,1437,0,7,0,2,0,76.8,0.0,0.487,0.0
Newfoundland and Labrador,2021-07-30,1437,0,7,0,2,0,76.8,0.0,0.487,0.0
Nova Scotia,2021-07-30,5904,1,93,0,0,0,73.5,0.0,1.575,0.0
Yukon,2021-07-30,651,5,7,1,0,0,73.4,0.0,1.075,20.0
Alberta,2021-07-30,234540,231,2328,0,90,1,63.1,0.0,0.993,0.0
Prince Edward Island,2021-07-30,208,0,0,0,0,0,75.0,0.0,0.0,0.0
Saskatchewan,2021-07-30,49940,58,578,0,46,3,63.0,0.0,1.157,0.0
Nunavut,2021-07-30,657,0,4,0,0,0,57.7,0.0,0.609,0.0
Northwest Territories,2021-07-30,128,0,0,0,0,0,64.2,0.0,0.0,0.0
New Brunswick,2021-07-30,2365,7,46,0,0,0,70.9,0.0,1.945,0.0
Manitoba,2021-07-31,57615,20,1183,3,34,0,69.3,1.1,2.053,15.0
Newfoundland and Labrador,2021-07-31,1437,0,7,0,2,0,77.5,0.7,0.487,0.0
Prince Edward Island,2021-07-31,208,0,0,0,0,0,75.8,0.8,0.0,0.0
British Columbia,2021-07-31,150094,206,1771,0,47,0,72.1,0.7,1.18,0.0
Ontario,2021-07-31,550866,197,9277,0,106,0,70.7,0.7,1.684,0.0
Nunavut,2021-07-31,657,0,4,0,0,0,58.2,0.5,0.609,0.0
Quebec,2021-07-31,371983,169,10560,0,63,3,72.5,0.5,2.839,0.0
Yukon,2021-07-31,659,8,7,0,0,0,73.9,0.5,1.062,0.0
Alberta,2021-07-31,234763,223,2328,0,90,0,63.6,0.5,0.992,0.0
Saskatchewan,2021-07-31,50024,84,578,0,46,0,63.5,0.5,1.155,0.0
New Brunswick,2021-07-31,2365,0,46,0,0,0,71.6,0.7,1.945,0.0
Northwest Territories,2021-07-31,128,0,0,0,0,0,64.6,0.4,0.0,0.0
Northwest Territories,2021-08-01,128,0,0,0,0,0,64.6,0.0,0.0,0.0
New Brunswick,2021-08-01,2383,18,46,0,0,0,71.6,0.0,1.93,0.0
Prince Edward Island,2021-08-01,208,0,0,0,0,0,75.8,0.0,0.0,0.0
Manitoba,2021-08-01,57648,33,1183,0,34,0,69.3,0.0,2.052,0.0
Ontario,2021-08-01,551017,151,9281,4,109,3,70.7,0.0,1.684,2.649
Newfoundland and Labrador,2021-08-01,1437,0,7,0,2,0,77.5,0.0,0.487,0.0
Yukon,2021-08-01,662,3,7,0,0,0,73.9,0.0,1.057,0.0
Nunavut,2021-08-01,657,0,4,0,0,0,58.2,0.0,0.609,0.0
Saskatchewan,2021-08-01,50067,43,578,0,48,2,63.5,0.0,1.154,0.0
Alberta,2021-08-01,234906,143,2328,0,90,0,63.6,0.0,0.991,0.0
British Columbia,2021-08-01,150289,195,1771,0,47,0,72.1,0.0,1.178,0.0
Northwest Territories,2021-08-02,128,0,0,0,0,0,64.6,0.0,0.0,0.0
Yukon,2021-08-02,665,3,7,0,0,0,73.9,0.0,1.053,0.0
Manitoba,2021-08-02,57668,20,1183,0,34,0,69.3,0.0,2.051,0.0
New Brunswick,2021-08-02,2383,0,46,0,0,0,71.6,0.0,1.93,0.0
Saskatchewan,2021-08-02,50096,29,578,0,58,10,63.5,0.0,1.154,0.0
Alberta,2021-08-02,235029,123,2328,0,90,0,63.6,0.0,0.991,0.0
Ontario,2021-08-02,551154,137,9281,0,114,5,70.7,0.0,1.684,0.0
Prince Edward Island,2021-08-02,208,0,0,0,0,0,75.8,0.0,0.0,0.0
Nunavut,2021-08-02,657,0,4,0,0,0,58.2,0.0,0.609,0.0
Newfoundland and Labrador,2021-08-02,1440,3,7,0,2,0,77.5,0.0,0.486,0.0
British Columbia,2021-08-02,150502,213,1771,0,47,0,72.1,0.0,1.177,0.0
Quebec,2021-08-02,372273,133,10561,0,61,1,72.5,0.0,2.837,0.0
New Brunswick,2021-08-03,2394,11,46,0,0,0,71.6,0.0,1.921,0.0
Ontario,2021-08-03,551362,208,9283,2,115,1,70.7,0.0,1.684,0.962
Yukon,2021-08-03,668,3,8,1,0,0,73.9,0.0,1.198,33.333
Saskatchewan,2021-08-03,50120,24,578,0,58,0,63.5,0.0,1.153,0.0
Manitoba,2021-08-03,57689,21,1183,0,35,1,69.3,0.0,2.051,0.0
Nunavut,2021-08-03,657,0,4,0,0,0,58.2,0.0,0.609,0.0
Nova Scotia,2021-08-03,5898,6,93,0,0,0,74.2,0.0,1.577,0.0
British Columbia,2021-08-03,150792,290,1772,1,53,6,72.1,0.0,1.175,0.345
Northwest Territories,2021-08-03,129,1,0,0,0,0,64.6,0.0,0.0,0.0
Newfoundland and Labrador,2021-08-03,1440,0,7,0,2,0,77.5,0.0,0.486,0.0
Prince Edward Island,2021-08-03,208,0,0,0,0,0,75.8,0.0,0.0,0.0
Alberta,2021-08-03,235231,202,2328,0,90,0,63.6,0.0,0.99,0.0
British Columbia,2021-08-04,151160,368,1772,0,55,2,72.1,0.0,1.172,0.0
Nunavut,2021-08-04,657,0,4,0,0,0,58.2,0.0,0.609,0.0
Quebec,2021-08-04,372645,200,10562,1,58,0,72.5,0.0,2.834,0.5
Alberta,2021-08-04,235625,394,2329,1,97,7,63.6,0.0,0.988,0.254
Newfoundland and Labrador,2021-08-04,1441,1,7,0,2,0,77.5,0.0,0.486,0.0
Northwest Territories,2021-08-04,129,0,0,0,0,0,64.6,0.0,0.0,0.0
Ontario,2021-08-04,551636,274,9285,2,116,1,70.7,0.0,1.683,0.73
Yukon,2021-08-04,670,2,8,0,0,0,73.9,0.0,1.194,0.0
Nova Scotia,2021-08-04,5900,2,93,0,0,0,74.2,0.0,1.576,0.0
New Brunswick,2021-08-04,2396,2,46,0,0,0,71.6,0.0,1.92,0.0
Prince Edward Island,2021-08-04,211,3,0,0,0,0,75.8,0.0,0.0,0.0
Quebec,2021-08-05,372916,271,10562,0,60,2,72.5,0.0,2.832,0.0
Ontario,2021-08-05,551981,345,9287,2,143,27,70.7,0.0,1.682,0.58
Northwest Territories,2021-08-05,129,0,0,0,0,0,64.6,0.0,0.0,0.0
Newfoundland and Labrador,2021-08-05,1441,0,7,0,2,0,77.5,0.0,0.486,0.0
British Columbia,2021-08-05,151639,479,1772,0,58,3,72.1,0.0,1.169,0.0
Prince Edward Island,2021-08-05,212,1,0,0,0,0,75.8,0.0,0.0,0.0
Nova Scotia,2021-08-05,5904,4,93,0,0,0,74.2,0.0,1.575,0.0
New Brunswick,2021-08-05,2409,13,46,0,0,0,71.6,0.0,1.91,0.0
